uid,name,condition,lsm_file,pixel_size,nucleus_target_expression,mean_alfa_cytoplasm,sum_alfa_cytoplasm,cv_alfa_cytoplasm,mean_alfa_granules,sum_alfa_granules,cv_alfa_granules,mean_alfa_granule_periphery,sum_alfa_granule_periphery,cv_alfa_granule_periphery,number_of_spots,area_of_spots,sum_intensity_alfa_spots,mean_intensity_alfa_spots,mean_distance_to_granules,MeanRNA_Cytoplasm_Granules_Ratio,SumRNA_Cytoplasm_Granules_Ratio
1f8a792a,Vasa405_Membrane-488_mCherry_AlfaTag647-4,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-4.lsm,0.051319402472669626,1238.6255865059095,1158.8872812571358,55827077,0.8758457060256027,16446.259232514956,159430037,0.833200779547978,18223.801673072576,403019374,0.9700375299309988,18,449,2092723,4660.853006681515,2.512756295850924,0.07046509877248962,0.3501666188536355
ce784faf,Vasa405_Membrane-488_mCherry_AlfaTag647-14,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-14.lsm,0.051319402472669626,11537.443768545994,2053.0378375118116,102116049,0.6816945836067183,8004.8057152241745,48741262,0.7204503182327882,9071.900571114016,131841931,1.0685685664377913,105,1464,6982913,4769.74931693989,2.12948758157331,0.25647566106534997,2.0950637059828283
23cf990e,Vasa405_Membrane-488_mCherry_AlfaTag647-15,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-15.lsm,0.051319402472669626,14110.790014081202,900.6733443919867,21175731,0.7496085123100227,12281.764222222222,55267939,0.8407714707371152,11623.007067137809,207226593,0.9405234676695569,40,1052,1654070,1572.309885931559,1.1623874209000653,0.07333419923192613,0.38314674625373674
505ef155,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-15,PatA,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-15.lsm,0.051319402472669626,23560.620719259754,2460.0544824690323,46868958,1.2328475284559877,7825.270589862388,113161238,1.4590385883346682,8073.091413950513,277657833,1.5585665162790234,13,382,8908980,23321.93717277487,0.24555464919952683,0.3143730883448331,0.41417855467434883
aafc4c61,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-12,PatA,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-12.lsm,0.051319402472669626,10738.471934548466,744.6773321620434,44080430,0.8985588973672709,3805.8544361243476,33544801,1.652754522376867,3926.8887552029137,120759683,1.844357205907417,3,19,65695,3457.6315789473683,0.5487732944588152,0.19566626749928404,1.3140763601489245
4ffb78c5,Vasa405_Membrane-488_mCherry_AlfaTag647-1,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-1.lsm,0.051319402472669626,6279.771890266817,1232.7360279080958,51238673,0.9850359612019399,12601.878451465984,44270399,0.793629658490063,11892.635588705381,178579816,0.8651748999479153,60,1015,3739186,3683.927093596059,1.886195425482988,0.0978216091081795,1.1574025569545918
1cc42715,Vasa405_Membrane-488_mCherry_AlfaTag647-5,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-5.lsm,0.051319402472669626,3764.6639952703144,388.7264286769049,21059643,0.8634075150454287,3194.2155803625014,26611010,0.7349224835834507,3497.458813964124,68826492,0.8363224115861688,8,95,133461,1404.8526315789475,1.0910645082500365,0.12169699223393982,0.7913883388867992
3d5c7388,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-12,PatA,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-12.lsm,0.051319402472669626,10814.10385025313,686.6978992512902,18893806,0.972256819654246,9914.75157894737,113028168,1.1700908987126377,12620.612291995627,207811002,1.0880211310095782,0,0,0,,,0.06926022238513772,0.16716015427234032
e9d76169,Vasa405_Membrane-488_mCherry_AlfaTag647-20,Control,Vasa405_Membrane-488_mCherry_AlfaTag647-20.lsm,0.051319402472669626,14046.099106101827,2277.105560791706,67648252,0.723548576376365,21911.26142537552,342801685,0.8286085498997222,15895.048335194064,484067802,1.1659045571583229,70,1959,11892133,6070.511995916284,0.6975324326114575,0.10392398304164181,0.19733932171307733
ec6b00e5,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-2,PatA,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-2.lsm,0.051319402472669626,13863.449122807018,526.3143434737073,21608888,1.3828444626935297,1279.8698282910875,7826404,2.169728864914025,1661.2806754845687,39940510,2.5707685965331772,43,578,719343,1244.538062283737,1.3136351612561648,0.41122490103267345,2.761023836745458
189749ee,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-10,PatA,PatA_Vasa405_Membrane-488_mCherry_AlfaTag647-10.lsm,0.051319402472669626,9214.386018860188,902.3113289402716,38477262,0.8917571716353536,11658.180250107805,81105960,0.9053761145919764,12949.526167775568,188791142,0.8985120984683707,0,0,0,,,0.07739727037861914,0.4744073308546006
